50
6 2
0 88 1 21
0 15 1 73
0 49 1 5
0 62 1 44
0 9 1 68
0 35 1 31
6 2
0 25 1 90
0 58 1 12
0 77 1 4
0 33 1 51
0 69 1 29
0 8 1 85
6 2
0 48 1 66
0 19 1 3
0 95 1 41
0 27 1 79
0 53 1 14
0 80 1 59
6 2
0 3 1 25
0 63 1 47
0 18 1 88
0 72 1 36
0 91 1 9
0 40 1 54
6 2
0 78 1 16
0 22 1 52
0 60 1 97
0 39 1 5
0 85 1 31
0 11 1 70
6 2
0 50 1 45
0 99 1 2
0 28 1 67
0 13 1 81
0 75 1 33
0 41 1 56
6 2
0 8 1 61
0 70 1 24
0 37 1 92
0 55 1 17
0 89 1 42
0 20 1 76
6 2
0 64 1 29
0 10 1 83
0 95 1 7
0 46 1 57
0 21 1 74
0 80 1 38
6 2
0 14 1 48
0 58 1 93
0 32 1 6
0 71 1 27
0 4 1 86
0 50 1 35
6 2
0 96 1 19
0 26 1 65
0 73 1 40
0 12 1 82
0 54 1 30
0 2 1 98
6 2
0 34 1 53
0 87 1 15
0 6 1 71
0 43 1 23
0 68 1 9
0 20 1 49
6 2
0 55 1 84
0 16 1 28
0 77 1 3
0 36 1 62
0 90 1 11
0 47 1 50
6 2
0 79 1 37
0 25 1 94
0 61 1 18
0 4 1 46
0 86 1 22
0 31 1 70
6 2
0 1 1 58
0 44 1 29
0 82 1 64
0 20 1 78
0 69 1 10
0 33 1 49
6 2
0 56 1 12
0 24 1 75
0 93 1 3
0 8 1 67
0 39 1 42
0 65 1 21
6 2
0 47 1 89
0 13 1 34
0 76 1 51
0 28 1 9
0 92 1 63
0 5 1 26
6 2
0 80 1 14
0 36 1 66
0 60 1 27
0 19 1 85
0 94 1 3
0 48 1 54
6 2
0 29 1 77
0 72 1 11
0 5 1 59
0 41 1 32
0 88 1 20
0 16 1 91
6 2
0 68 1 4
0 30 1 83
0 96 1 24
0 17 1 53
0 45 1 35
0 71 1 9
6 2
0 52 1 40
0 26 1 73
0 81 1 19
0 38 1 61
0 10 1 95
0 64 1 7
6 2
0 86 1 33
0 18 1 69
0 43 1 2
0 74 1 50
0 27 1 84
0 55 1 15
6 2
0 6 1 99
0 37 1 21
0 89 1 44
0 56 1 12
0 25 1 78
0 67 1 30
6 2
0 59 1 1
0 90 1 41
0 23 1 65
0 76 1 20
0 13 1 87
0 49 1 36
6 2
0 79 1 28
0 15 1 57
0 82 1 39
0 34 1 93
0 5 1 64
0 50 1 11
6 2
0 22 1 81
0 66 1 7
0 38 1 51
0 98 1 16
0 10 1 47
0 54 1 30
6 2
0 43 1 58
0 9 1 74
0 62 1 24
0 31 1 88
0 70 1 14
0 26 1 49
6 2
0 91 1 17
0 35 1 60
0 53 1 25
0 18 1 76
0 83 1 4
0 45 1 32
6 2
0 27 1 96
0 78 1 10
0 1 1 42
0 52 1 34
0 89 1 20
0 39 1 68
6 2
0 63 1 2
0 19 1 55
0 77 1 31
0 40 1 86
0 24 1 69
0 94 1 13
6 2
0 51 1 46
0 8 1 84
0 36 1 22
0 97 1 18
0 28 1 61
0 67 1 9
6 2
0 48 1 37
0 71 1 16
0 23 1 90
0 85 1 26
0 12 1 54
0 59 1 44
6 2
0 81 1 32
0 14 1 56
0 66 1 29
0 35 1 80
0 92 1 7
0 20 1 43
6 2
0 57 1 19
0 21 1 72
0 98 1 30
0 42 1 60
0 11 1 88
0 64 1 5
6 2
0 33 1 65
0 87 1 10
0 24 1 79
0 53 1 25
0 16 1 94
0 70 1 38
6 2
0 46 1 96
0 6 1 36
0 61 1 17
0 84 1 40
0 28 1 71
0 50 1 22
6 2
0 83 1 27
0 38 1 78
0 12 1 49
0 99 1 15
0 51 1 62
0 24 1 88
6 2
0 7 1 50
0 47 1 26
0 80 1 39
0 18 1 92
0 69 1 14
0 34 1 61
6 2
0 93 1 23
0 29 1 85
0 58 1 11
0 16 1 74
0 77 1 32
0 41 1 54
6 2
0 21 1 45
0 68 1 9
0 37 1 86
0 95 1 19
0 13 1 63
0 56 1 30
6 2
0 52 1 28
0 10 1 77
0 73 1 34
0 31 1 91
0 89 1 16
0 44 1 60
6 2
0 76 1 4
0 42 1 67
0 9 1 39
0 66 1 20
0 33 1 82
0 58 1 15
6 2
0 26 1 75
0 62 1 18
0 12 1 89
0 81 1 33
0 41 1 58
0 7 1 47
6 2
0 64 1 23
0 19 1 96
0 55 1 31
0 88 1 8
0 27 1 70
0 48 1 43
6 2
0 35 1 59
0 90 1 13
0 22 1 68
0 70 1 25
0 11 1 84
0 46 1 38
6 2
0 80 1 1
0 17 1 73
0 51 1 30
0 28 1 95
0 65 1 21
0 39 1 53
6 2
0 44 1 69
0 85 1 17
0 20 1 52
0 61 1 26
0 3 1 88
0 36 1 48
6 2
0 97 1 34
0 29 1 70
0 60 1 10
0 19 1 81
0 72 1 24
0 42 1 51
6 2
0 14 1 87
0 54 1 28
0 83 1 36
0 22 1 64
0 66 1 11
0 38 1 75
